"Whisky","Meta Critic","STDEV","#","Cost","Class","Super Cluster","Cluster","Country","Type"
"Teeling Poitin","8.09","0.27","5","$$","Scotch-like","","","Ireland","Blend"
"Famous Jubilee","8.07","0.21","3","$$","Scotch-like","","","Scotland","Blend"
"Suntory The Chita Single Grain","8.07","0.44","10","$$$","Scotch-like","","","Japan","Blend"
"Buchanan's Red Seal Blended","8.06","1.19","5","$$$$$","Scotch-like","","","Scotland","Blend"
"Tullamore Dew Special Reserve 12yo","8.06","0.32","10","$$$","Scotch-like","","","Ireland","Blend"
"Whyte & Mackay 13yo","8.06","0.57","5","$$$$","Scotch-like","","","Scotland","Blend"
"Cutty Sark Storm","8.05","0.44","8","$","Scotch-like","","","Scotland","Blend"
"Buchanan's 12yo Deluxe Blended","8.04","0.35","10","$$","Scotch-like","","","Scotland","Blend"
"Jameson Caskmates Stout Edition","8.04","0.61","12","$$","Scotch-like","","","Ireland","Blend"
"Three Ships 5yo","8.03","0.52","9","$","Scotch-like","","","South Africa","Blend"
"Catto's Rare Old","7.99","0.69","5","$","Scotch-like","","","Scotland","Blend"
"Yamazakura 16yo Blended Whisky","7.99","0.68","3","$$$$$","Scotch-like","","","Japan","Blend"
"Black Bottle (after 2013 re-launch)","7.98","0.53","17","$$","Scotch-like","","","Scotland","Blend"
"Kakubin Yellow Label (Suntory Whisky)","7.98","0.84","5","$$","Scotch-like","","","Japan","Blend"
"Grant's Blended Sherry Cask","7.97","0.19","6","$","Scotch-like","","","Scotland","Blend"
"Suntory Toki","7.97","0.67","18","$$$","Scotch-like","","","Japan","Blend"
"Catto's 12yo","7.96","0.15","5","$$","Scotch-like","","","Scotland","Blend"
"Famous Grouse Smoky Black (Black Grouse)","7.95","0.47","21","$$","Scotch-like","","","Scotland","Blend"
"West Cork Original Bourbon Cask","7.91","0.62","7","$$","Scotch-like","","","Ireland","Blend"
"Islay Mist 8yo","7.87","0.48","9","$","Scotch-like","","","Scotland","Blend"
"Grand Macnish","7.85","0.45","8","$","Scotch-like","","","Scotland","Blend"
"Hankey Bannister Original","7.85","0.33","6","$","Scotch-like","","","Scotland","Blend"
"Dewar's 12yo","7.84","0.49","16","$$","Scotch-like","","","Scotland","Blend"
"Teacher's Highland Cream","7.83","0.77","12","$","Scotch-like","","","Scotland","Blend"
"Highland Queen","7.81","0.57","3","$","Scotch-like","","","Scotland","Blend"
"Jameson Lively Irish Whiskey","7.81","0.52","3","$$$$","Scotch-like","","","Ireland","Blend"
"Johnnie Walker Explorer’s Club The Adventurer","7.81","0.09","3","$$","Scotch-like","","","Scotland","Blend"
"Jameson Irish Whiskey","7.80","0.45","24","$$","Scotch-like","","","Ireland","Blend"
"Tullamore Dew Original Blended","7.79","0.39","23","$$","Scotch-like","","","Ireland","Blend"
"2 Gingers Irish Whiskey","7.77","0.54","4","$$","Scotch-like","","","Ireland","Blend"
"John Barr Reserve (Black Label)","7.76","0.49","7","$","Scotch-like","","","Scotland","Blend"
"Grant's Family Reserve Blended","7.71","0.65","16","$","Scotch-like","","","Scotland","Blend"
"Chivas Regal 12yo","7.70","0.47","26","$$","Scotch-like","","","Scotland","Blend"
"Bushmills Original Blended","7.67","0.46","19","$$","Scotch-like","","","Ireland","Blend"
"The Quiet Man Traditional Irish Whiskey","7.63","1.03","9","$$","Scotch-like","","","Ireland","Blend"
"Whyte & Mackay Special Blended","7.63","0.38","7","$","Scotch-like","","","Scotland","Blend"
"Cutty Sark","7.59","0.52","17","$","Scotch-like","","","Scotland","Blend"
"Ballantine's Finest","7.57","0.62","12","$","Scotch-like","","","Scotland","Blend"
"Famous Grouse","7.56","0.61","22","$","Scotch-like","","","Scotland","Blend"
"Bell's Original Scotch Whisky","7.55","0.65","9","$","Scotch-like","","","Scotland","Blend"
"Compass Box Orangerie","7.54","1.13","10","$$","Scotch-like","","","Scotland","Blend"
"Mackmyra Vit Hund","7.52","0.66","3","$$$","Scotch-like","","","Sweden","Malt"
"Johnnie Walker White Walker (Game of Thrones)","7.49","0.73","13","$$","Scotch-like","","","Scotland","Blend"
"White Oak Akashi Blended","7.42","0.78","12","$$$","Scotch-like","","","Japan","Blend"
"Dewar's White Label","7.40","0.82","18","$$","Scotch-like","","","Scotland","Blend"
"Johnnie Walker Red Label","7.32","0.60","27","$","Scotch-like","","","Scotland","Blend"
"P&M Blended Whisky","7.29","1.1","5","$","Scotch-like","","","France","Blend"
"Passport Blended Scotch","7.27","1.08","8","$","Scotch-like","","","Scotland","Blend"
"Whyte & Mackay Blended Triple Matured","7.22","0.92","3","$","Scotch-like","","","Scotland","Blend"
"J&B Rare","6.90","1.15","13","$","Scotch-like","","","Scotland","Blend"
"Yamazakura Blended Whisky","6.6","1.18","3","$$$","Scotch-like","","","Japan","Blend"
"Mister Sam Tribute Whisky","9.53","0.14","4","$$$$$","Rye-like","","","Canada","Blend"
"Forty Creek 22yo","9.51","0.16","3","$$$$$","Rye-like","","","Canada","Blend"
"Booker's Rye","9.27","0.26","14","$$$$$+","Rye-like","","R4","USA","Rye"
"Crown Royal Noble Collection 13yo Blenders’ Mash","9.26","0.08","3","$$$","Rye-like","","","Canada","Blend"
"Lot 40 Cask Strength 11yo (2018)","9.17","0.20","13","$$$$","Rye-like","","","Canada","Rye"
"Lot 40 Cask Strength (Single Cask)","9.16","0.10","9","$$$$","Rye-like","","","Canada","Rye"
"Canadian Rockies 21yo (46%, old label)","9.15","0.30","6","$$$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's 35yo (2018)","9.14","0.20","8","$$$$$","Rye-like","","","Canada","Rye"
"Thomas H. Handy Sazerac","9.14","0.23","24","$$$$$+","Rye-like","","R4","USA","Rye"
"High West Rocky Mountain Rye 21yo","9.12","0.26","11","$$$$$+","Rye-like","","R4","USA","Rye"
"Smooth Ambler Old Scout Single Barrel Rye","9.11","0.19","5","$$$$","Rye-like","","R4","USA","Rye"
"J.P. Wiser's Seven Rebels","9.10","0.16","5","$$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's 23yo Cask Strength Blend (2019)","9.08","0.34","9","$$$$$","Rye-like","","","Canada","Rye"
"Canadian Club 42yo Chronicles No. 2 The Dock Man","9.07","0.27","8","$$$$$","Rye-like","","","Canada","Blend"
"High West Rocky Mountain Rye 16yo","9.06","0.33","8","$$$$$","Rye-like","","R4","USA","Rye"
"Van Winkle Family Reserve Rye 13yo","9.06","0.41","13","$$$$$+","Rye-like","","R4","USA","Rye"
"Canadian Club 41yo Chronicles No. 1","9.05","0.31","12","$$$$$","Rye-like","","","Canada","Blend"
"High West Midwinter Night’s Dram Rye","9.04","0.17","19","$$$$$","Rye-like","","R4","USA","Rye"
"Lot 40 Cask Strength 12yo (2017)","9.04","0.29","20","$$$$","Rye-like","","","Canada","Rye"
"Sazerac 18yo","9","0.3","20","$$$$$+","Rye-like","","R4","USA","Rye"
"Canadian Club 30yo","8.98","0.18","6","$$$$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's 35yo (2017)","8.98","0.44","19","$$$$$","Rye-like","","","Canada","Rye"
"J.P. Wiser's Dissertation","8.98","0.30","15","$$$","Rye-like","","","Canada","Blend"
"Canadian Rockies 35yo","8.97","0.32","3","$$$$$+","Rye-like","","","Canada","Blend"
"Michter's Barrel Strength Rye","8.97","0.17","10","$$$$","Rye-like","","R4","USA","Rye"
"Little Book Chapter 2 Noe Simple Task","8.96","0.21","12","$$$$","Rye-like","","","USA","Blend"
"Wild Turkey Master's Keep Cornerstone Rye","8.95","0.29","6","$$$$$","Rye-like","","R4","USA","Rye"
"Canadian Club 40yo","8.94","0.39","15","$$$$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Legacy","8.93","0.35","17","$$","Rye-like","","","Canada","Blend"
"Canadian Rockies 21yo (all editions)","8.92","0.31","8","$$$$","Rye-like","","","Canada","Blend"
"Willett Family Estate 6yo Rye","8.92","0.22","6","$$$$","Rye-like","","R4","USA","Rye"
"High West Rendezvous Rye (pre-2018)","8.91","0.28","21","$$$$","Rye-like","","R4","USA","Rye"
"Gooderham & Worts Eleven Souls Four Grain (2018)","8.89","0.35","13","$$$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Alumni Series Wendel Clark 11yo","8.89","0.28","10","$$","Rye-like","","","Canada","Rye"
"Michter's 10yo Single Barrel Rye","8.89","0.23","9","$$$$$+","Rye-like","","R4","USA","Rye"
"Shelter Point Single Cask Rye","8.89","0.46","3","$$$$","Rye-like","","","Canada","Blend"
"Gibson's Finest Rare 18yo","8.88","0.34","11","$$$$","Rye-like","","","Canada","Blend"
"High West Rendezvous Rye (all bottlings)","8.88","0.23","21","$$$$","Rye-like","","R4","USA","Rye"
"Lot 40","8.88","0.36","26","$$","Rye-like","","","Canada","Rye"
"Lot 40 Dark Oak","8.88","0.21","3","$$$","Rye-like","","","Canada","Rye"
"Willett Family Estate 7yo Rye","8.88","0.2","6","$$$$","Rye-like","","R4","USA","Rye"
"J.P. Wiser's Alumni Series Dave Keon 14yo","8.86","0.17","7","$$","Rye-like","","","Canada","Rye"
"J.P. Wiser's Union 52","8.86","0.34","12","$$$","Rye-like","","","Canada","Blend"
"Forty Creek Unity","8.85","0.36","5","$$$","Rye-like","","","Canada","Blend"
"High West Double Rye (new recipe, post-2018)","8.85","0.32","4","$$","Rye-like","","R4","USA","Rye"
"Whistlepig The Boss Hog","8.85","0.26","12","$$$$$","Rye-like","","","Canada","Blend"
"Little Book Chapter 3 The Road Home","8.84","0.68","6","$$$$","Rye-like","","","USA","Blend"
"Pike Creek 21yo Finished in Oloroso Sherry Casks (2019)","8.84","0.43","10","$$$$","Rye-like","","","Canada","Blend"
"Willett Family Estate 4yo Rye","8.84","0.39","11","$$$","Rye-like","","R4","USA","Rye"
"Little Book (all Chapters)","8.83","0.22","12","$$$$","Rye-like","","","USA","Blend"
"Masterson's Straight Rye 10yo","8.82","0.39","19","$$$$","Rye-like","","","Canada","Rye"
"Forty Creek Port Wood Reserve 2011/2012","8.81","0.30","13","$$$$","Rye-like","","","Canada","Blend"
"Pikesville Straight Rye","8.81","0.34","23","$$$$","Rye-like","","R4","USA","Rye"
"Willett Family Estate 25yo Rye","8.81","0.39","4","$$$$$+","Rye-like","","R4","USA","Rye"
"Forty Creek Confederation Oak (Batch A, B)","8.80","0.42","19","$$$","Rye-like","","","Canada","Blend"
"Lot 40 Cask Strength Third Edition (2019)","8.80","0.41","10","$$$$","Rye-like","","","Canada","Rye"
"Alberta Premium Cask Strength Rye (all batches)","8.79","0.31","13","$$$","Rye-like","","","Canada","Blend"
"Alberta Premium Cask Strength Rye (Batch 1 2019)","8.79","0.31","13","$$$","Rye-like","","","Canada","Blend"
"Amrut Rye","8.79","0.34","11","$$$$","Rye-like","","","India","Rye"
"Canadian Rockies 21yo (46%, new label)","8.79","0.28","4","$$$$","Rye-like","","","Canada","Blend"
"Crown Royal Hand Selected Barrel","8.79","0.29","16","$$$","Rye-like","","","Canada","Blend"
"Forty Creek Confederation Oak (Batch J, K, L)","8.79","0.36","3","$$$","Rye-like","","","Canada","Blend"
"Whistlepig 10yo","8.78","0.42","19","$$$$","Rye-like","","","Canada","Blend"
"Forty Creek Heart of Gold","8.76","0.38","11","$$$$","Rye-like","","","Canada","Blend"
"Gooderham & Worts 19yo 49 Wellington (2019)","8.76","0.30","8","$$$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Alumni Series Mark Messier 11yo","8.76","0.35","6","$$","Rye-like","","","Canada","Rye"
"High West Double Rye Manhattan Barrel","8.75","0.38","7","$$$","Rye-like","","R4","USA","Rye"
"J.P. Wiser's Red Letter","8.75","0.35","16","$$$$","Rye-like","","","Canada","Blend"
"Willett Family Estate Rye (all ages)","8.75","0.31","21","$$$$","Rye-like","","R4","USA","Rye"
"Wayne Gretzky No. 99 Ninety Nine Proof","8.73","0.44","6","$$$$","Rye-like","","","Canada","Blend"
"High West Bourye","8.72","0.34","13","$$$$","Rye-like","","R4","USA","Blend"
"High West Double Rye (all bottlings)","8.70","0.32","21","$$","Rye-like","","R4","USA","Rye"
"High West Double Rye (pre-2018)","8.69","0.32","19","$$","Rye-like","","R4","USA","Rye"
"Russell's Reserve 6yo Rye","8.69","0.29","8","$$$","Rye-like","","R4","USA","Rye"
"Willett Family Estate 5yo Rye","8.69","0.38","5","$$$$","Rye-like","","R4","USA","Rye"
"Barrell Rye (all Batches)","8.67","0.28","6","$$$$","Rye-like","","R4","USA","Rye"
"Forty Creek Confederation Oak (All Batches)","8.67","0.40","23","$$$","Rye-like","","","Canada","Blend"
"Gooderham & Worts 17yo Little Trinity Three Grain (2017)","8.67","0.35","18","$$$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Alumni Series Yvan Cournoyer 12yo","8.67","0.32","6","$$","Rye-like","","","Canada","Rye"
"Jack Daniel's Single Barrel Rye","8.67","0.22","9","$$$","Rye-like","","R4","USA","Rye"
"Angel’s Envy Rye (Rum-finished)","8.66","0.51","13","$$$$","Rye-like","","R4","USA","Rye"
"Forty Creek Double Barrel Reserve","8.66","0.41","13","$$$","Rye-like","","","Canada","Blend"
"Pike Creek 21yo Double Barrel Speyside Cask Finish (2017)","8.66","0.31","16","$$$$","Rye-like","","","Canada","Blend"
"Century Reserve 21yo","8.65","0.24","11","$$","Rye-like","","","Canada","Blend"
"FEW Rye Whisky","8.65","0.57","7","$$$$","Rye-like","","R4","USA","Rye"
"Highwood Ninety Rye 20yo","8.65","0.38","13","$$","Rye-like","","","Canada","Blend"
"Alberta Rye Dark Batch","8.64","0.35","13","$$","Rye-like","","","Canada","Blend"
"Colonel E.H. Taylor Straight Rye","8.64","0.35","15","$$$$","Rye-like","","R4","USA","Rye"
"Forty Creek Confederation Oak (Batch G, H, I)","8.64","0.24","3","$$$","Rye-like","","","Canada","Blend"
"Masterson's Straight Wheat 12yo","8.64","0.32","10","$$$$","Rye-like","","","Canada","Wheat"
"Crown Royal Noble Collection Wine Barrel Finished","8.63","0.48","10","$$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Seasoned Oak 19yo","8.63","0.43","15","$$$$","Rye-like","","","Canada","Blend"
"Little Book Chapter 1 The Easy","8.63","0.29","12","$$$$","Rye-like","","","USA","Blend"
"J.P. Wiser's One Fifty","8.62","0.34","10","$$","Rye-like","","","Canada","Blend"
"Smooth Ambler Old Scout 7yo Rye","8.62","0.38","9","$$$","Rye-like","","R4","USA","Rye"
"Crown Royal Monarch 75th Anniversary","8.61","0.46","13","$$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Canada 2018","8.61","0.37","9","$$","Rye-like","","","Canada","Rye"
"Alberta Premium Dark Horse","8.60","0.35","20","$","Rye-like","","","Canada","Blend"
"High West Yippee Ki-Yay","8.60","0.64","13","$$$$","Rye-like","","R4","USA","Rye"
"Rittenhouse Rye 100 Proof","8.6","0.23","22","$$","Rye-like","","R4","USA","Rye"
"Willett Family Estate 3yo Rye","8.6","0.45","11","$$$","Rye-like","","R4","USA","Rye"
"Canadian Club 20yo","8.59","0.24","11","$$$","Rye-like","","","Canada","Blend"
"Forty Creek Victory","8.59","0.24","3","$$$","Rye-like","","","Canada","Blend"
"Gooderham & Worts Four Grain","8.58","0.33","18","$$","Rye-like","","","Canada","Blend"
"Michter's Single Barrel Straight Rye","8.58","0.46","13","$$$","Rye-like","","R4","USA","Rye"
"Pike Creek 21yo Double Barrel European Oak Cask (2018)","8.58","0.38","11","$$$$","Rye-like","","","Canada","Blend"
"Collingwood 21yo","8.57","0.48","15","$$$","Rye-like","","","Canada","Blend"
"Crown Royal Blender's Select","8.57","0.16","5","$$","Rye-like","","","Canada","Blend"
"Jefferson's Straight Rye 10yo","8.57","0.35","7","$$$","Rye-like","","R4","USA","Rye"
"Wild Turkey 101 Rye","8.57","0.31","17","$$","Rye-like","","R4","USA","Rye"
"Forty Creek Evolution","8.56","0.75","10","$$$","Rye-like","","","Canada","Blend"
"Forty Creek Copper Pot Reserve","8.54","0.43","16","$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Alumni Series Larry Robinson 6yo","8.54","0.33","7","$$","Rye-like","","","Canada","Rye"
"Sazerac Straight Rye","8.54","0.43","23","$$","Rye-like","","R4","USA","Rye"
"Alberta Premium 20yo","8.52","0.33","6","$$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Wheatfield Gold","8.52","0.18","5","$$$","Rye-like","","","Canada","Blend"
"Masterson's Straight Barley 10yo","8.52","0.58","8","$$$$","Rye-like","","","Canada","Barley"
"Canadian Rockies 21yo (40%)","8.51","0.29","5","$$$","Rye-like","","","Canada","Blend"
"Crown Royal Northern Harvest Rye","8.51","0.36","26","$$","Rye-like","","","Canada","Blend"
"Stalk & Barrel Rye","8.51","0.33","7","$$$","Rye-like","","","Canada","Blend"
"Crown Royal XO","8.50","0.49","10","$$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's 18yo","8.50","0.44","20","$$$","Rye-like","","","Canada","Blend"
"Willett Family Estate 2yo Rye","8.5","0.3","10","$$$","Rye-like","","R4","USA","Rye"
"High West Double Rye Campfire Barrel","8.49","0.34","6","$$$","Rye-like","","R4","USA","Rye"
"J.P. Wiser's Small Batch","8.49","0.26","12","$","Rye-like","","","Canada","Blend"
"Pike Creek 15yo Cabernet Sauvingon Finish","8.49","0.28","3","$$$","Rye-like","","","Canada","Blend"
"Crown Royal Noble Collection French Oak Cask Finished","8.48","0.83","4","$$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Triple Barrel Rye","8.48","0.29","10","$","Rye-like","","","Canada","Blend"
"Danfield's 21yo","8.47","0.66","13","$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Alumni Series Guy Lafleur 10yo","8.47","0.10","10","$$","Rye-like","","","Canada","Blend"
"Pike Creek 10yo Rum-finished","8.47","0.26","11","$$","Rye-like","","","Canada","Blend"
"Barrell Rye Batch 002","8.46","0.75","4","$$$$","Rye-like","","R4","USA","Rye"
"Forty Creek Heritage 2017","8.46","0.51","7","$$$","Rye-like","","","Canada","Blend"
"Knob Creek Small Batch Straight Rye Whiskey","8.46","0.42","20","$$$","Rye-like","","R4","USA","Rye"
"Caribou Crossing Single Barrel","8.45","0.44","16","$$$$","Rye-like","","","Canada","Blend"
"Crown Royal Noble Collection Cornerstone Blend","8.45","0.69","7","$$$","Rye-like","","","Canada","Blend"
"Forty Creek Confederation Oak (Batch E, F)","8.45","0.21","6","$$$","Rye-like","","","Canada","Blend"
"Millstone 100 Rye","8.45","0.67","12","$$$$","Rye-like","","","Netherlands","Rye"
"George Dickel Rye","8.44","0.36","16","$$","Rye-like","","R4","USA","Rye"
"Shelter Point Artisanal Cask Strength Whisky","8.44","0.33","6","$$$$","Rye-like","","","Canada","Blend"
"Prichard’s Rye","8.43","0.29","3","$$$$","Rye-like","","R4","USA","Rye"
"High West Son of Bourye","8.42","0.44","12","$$$","Rye-like","","R4","USA","Blend"
"Forty Creek Confederation Oak (Batch C, D)","8.41","0.45","6","$$$","Rye-like","","","Canada","Blend"
"Bearface Triple Oak 7yo","8.40","0.38","10","$$","Rye-like","","","Canada","Rye"
"Crown Royal Reserve","8.40","0.62","17","$$$","Rye-like","","","Canada","Blend"
"Jim Beam Pre-Prohibition Rye","8.36","0.38","8","$","Rye-like","","R4","USA","Rye"
"Stalk & Barrel Rye (Cask Strength)","8.36","0.4","9","$$$","Rye-like","","","Canada","Blend"
"Basil Hayden's Rye Whiskey","8.35","0.21","4","$$$","Rye-like","","R4","USA","Rye"
"Bulleit Rye","8.34","0.61","21","$$","Rye-like","","R4","USA","Rye"
"Potter's Special Old","8.34","0.52","4","$","Rye-like","","","Canada","Blend"
"Canadian Rockies 17yo","8.33","0.49","5","$$$","Rye-like","","","Canada","Blend"
"Centennial 10yo","8.33","0.43","6","$","Rye-like","","","Canada","Blend"
"Canadian Club Reserve 10yo","8.31","0.65","9","$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's 15yo","8.31","0.27","8","$$$","Rye-like","","","Canada","Blend"
"Forty Creek Founder's Reserve","8.30","0.45","7","$$$","Rye-like","","","Canada","Blend"
"Woodford Reserve Straight Rye","8.3","0.31","13","$$","Rye-like","","R4","USA","Rye"
"Crown Royal Limited Edition","8.29","0.19","12","$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Double Still Rye","8.29","0.35","9","$","Rye-like","","","Canada","Blend"
"Parker’s Heritage 13th 2019 8yo Heavy Char Barrels Rye","8.29","0.89","4","$$$$$","Rye-like","","R4","USA","Rye"
"Willett Family Estate Rye XCF 1.0","8.29","0.47","4","$$$$$","Rye-like","","R4","USA","Rye"
"Old Overholt Bonded","8.28","0.3","3","$$","Rye-like","","R4","USA","Rye"
"Canadian Club 100% Rye","8.27","0.37","18","$","Rye-like","","","Canada","Rye"
"Forty Creek Barrel Select","8.26","0.68","19","$","Rye-like","","","Canada","Blend"
"Wayne Gretzky No. 99 Ice Cask","8.26","0.28","7","$$$","Rye-like","","","Canada","Blend"
"Yellow Rose Straight Rye","8.26","0.55","5","$$$","Rye-like","","R4","USA","Rye"
"Alberta Springs 10yo","8.25","0.44","9","$","Rye-like","","","Canada","Blend"
"Jack Daniel's Rested Tennessee Rye (Batch 1/2)","8.25","0.55","4","$$$","Rye-like","","R4","USA","Rye"
"Crown Royal Black","8.24","0.48","19","$$","Rye-like","","","Canada","Blend"
"Pike Creek 10yo Port-finished","8.24","0.52","17","$$","Rye-like","","","Canada","Blend"
"Forty Creek Three Grain Harmony","8.21","0.54","9","$$$","Rye-like","","","Canada","Blend"
"Stalk & Barrel Red Blend","8.21","0.39","7","$$","Rye-like","","","Canada","Blend"
"Gibson's Bold 8yo","8.20","0.41","6","$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Alumni Series Paul Coffey 7yo","8.20","0.41","7","$$","Rye-like","","","Canada","Rye"
"66 Gilead Crimson Rye","8.19","0.47","7","$$","Rye-like","","","Canada","Blend"
"Stalk & Barrel 11+1 Canadian whisky","8.19","0.42","19","$$","Rye-like","","","Canada","Blend"
"Crown Royal Bourbon Mash (Blender's Mash)","8.17","0.64","8","$$","Rye-like","","","Canada","Blend"
"Canadian Club Sherry Cask","8.16","0.62","9","$$","Rye-like","","","Canada","Blend"
"Pendleton 1910","8.13","0.66","11","$$","Rye-like","","","Canada","Blend"
"Wild Turkey 81 Rye","8.13","0.34","8","$$","Rye-like","","R4","USA","Rye"
"Hiram Walker Special Old Rye","8.12","0.37","10","$","Rye-like","","","Canada","Blend"
"Koval Single Barrel Rye","8.10","0.22","5","$$$","Rye-like","","R4","USA","Rye"
"J.P. Wiser's Alumni Series Lanny MacDonald 9yo","8.09","0.48","10","$$","Rye-like","","","Canada","Blend"
"Canadian Club Classic 12yo (Small Batch)","8.07","0.41","17","$","Rye-like","","","Canada","Blend"
"Century Reserve Lot 15/25","8.07","0.92","6","$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Alumni Series Darryl Sitter 10yo","8.07","0.41","7","$$","Rye-like","","","Canada","Rye"
"Alberta Premium","8.05","0.66","14","$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Hopped","8.04","0.56","8","$","Rye-like","","","Canada","Blend"
"Canada Gold","8.03","0.66","6","$","Rye-like","","","Canada","Blend"
"Royal Canadian Small Batch","8.01","0.38","14","$$","Rye-like","","","Canada","Blend"
"Ezra Brooks Rye","8.00","0.51","3","$","Rye-like","","R4","USA","Rye"
"J.P. Wiser's Deluxe","8.00","0.47","12","$","Rye-like","","","Canada","Blend"
"Basil Hayden’s Dark Rye","7.98","0.95","7","$$","Rye-like","","R4","USA","Rye"
"Basil Hayden’s Two by Two Rye","7.98","0.43","5","$$","Rye-like","","R4","USA","Rye"
"Canadian Mist Black Diamond","7.97","0.60","6","$","Rye-like","","","Canada","Blend"
"Coyote Ugly","7.97","0.61","5","$","Rye-like","","","Canada","Blend"
"Jim Beam Rye","7.97","0.65","12","$","Rye-like","","R4","USA","Rye"
"Collingwood","7.96","0.28","11","$$","Rye-like","","","Canada","Blend"
"Stalk & Barrel Blue Blend","7.96","0.61","6","$$","Rye-like","","","Canada","Blend"
"Gibson's Finest Sterling","7.95","0.36","10","$","Rye-like","","","Canada","Blend"
"Templeton Rye","7.95","0.44","8","$$$","Rye-like","","R4","USA","Rye"
"Canadian Club Reserve 9yo","7.93","0.56","5","$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Rye","7.93","0.35","10","$","Rye-like","","","Canada","Blend"
"Wayne Gretzky No. 99 Red Cask","7.93","0.43","12","$$","Rye-like","","","Canada","Blend"
"Pendleton (Let'er Buck)","7.9","0.57","14","$$","Rye-like","","","Canada","Blend"
"Canadian Club Barley Batch","7.88","0.37","5","$$","Rye-like","","","Canada","Blend"
"Highwood Ninety 5yo","7.88","0.75","9","$","Rye-like","","","Canada","Blend"
"Gibson's Finest 12yo","7.84","0.73","13","$","Rye-like","","","Canada","Blend"
"Twelve Barrels","7.83","0.36","6","$$","Rye-like","","","Canada","Blend"
"Basil Hayden’s Caribbean Reserve Rye","7.82","0.37","6","$$","Rye-like","","R4","USA","Rye"
"Pendleton Midnight","7.81","0.43","4","$$","Rye-like","","","Canada","Blend"
"Old Overholt","7.8","0.59","10","$","Rye-like","","R4","USA","Rye"
"Schenley Golden Wedding","7.75","0.65","11","$","Rye-like","","","Canada","Blend"
"Rich and Rare Reserve","7.72","0.51","8","$","Rye-like","","","Canada","Blend"
"Rich and Rare","7.71","0.63","6","$","Rye-like","","","Canada","Blend"
"Silk Tassel","7.65","0.76","4","$","Rye-like","","","Canada","Blend"
"Black Velvet 3yo","7.62","0.95","10","$","Rye-like","","","Canada","Blend"
"Crown Royal","7.57","0.46","25","$","Rye-like","","","Canada","Blend"
"Seagram's VO","7.57","0.67","12","$","Rye-like","","","Canada","Blend"
"Canadian Mist","7.53","0.68","12","$","Rye-like","","","Canada","Blend"
"8 Seconds","7.48","0.44","5","$$","Rye-like","","","Canada","Blend"
"Black Velvet Reserve 8yo","7.44","0.52","6","$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Special Blend","7.43","0.77","7","$","Rye-like","","","Canada","Blend"
"Canadian Club (Premium)","7.33","0.69","22","$","Rye-like","","","Canada","Blend"
"Seagram's Canadian 83","7.32","0.75","7","$","Rye-like","","","Canada","Blend"
"Proof Whisky","7.12","0.85","9","$$","Rye-like","","","Canada","Blend"
"Black Velvet Deluxe","7.05","0.76","8","$","Rye-like","","","Canada","Blend"
"Ellington Reserve 8yo","6.78","1.00","4","$","Rye-like","","","Canada","Blend"
"Willett Family Estate 22yo Bourbon","9.3","0.07","4","$$$$$+","Bourbon-like","","R2","USA","Bourbon"
"Parker’s Heritage 2nd 27yo Kentucky Straight Boubon","9.28","0.31","4","$$$$$+","Bourbon-like","","R1","USA","Bourbon"
"Pappy Van Winkle Family Reserve Bourbon 15yo","9.24","0.24","13","$$$$$+","Bourbon-like","","R0","USA","Bourbon"
"Barrell Single Barrel (all barrels)","9.20","0.20","3","$$$$$","Bourbon-like","","","USA","Bourbon"
"George T Stagg","9.20","0.24","30","$$$$$+","Bourbon-like","","R1","USA","Bourbon"
"Pappy Van Winkle Family Reserve Bourbon 20yo","9.19","0.35","17","$$$$$+","Bourbon-like","","R0","USA","Bourbon"
"William Larue Weller","9.19","0.22","22","$$$$$+","Bourbon-like","","R0","USA","Bourbon"
"Parker’s Heritage 7th 10yo Promise of Hope","9.18","0.28","10","$$$$$+","Bourbon-like","","R1","USA","Bourbon"
"Elijah Craig 21yo","9.17","0.34","6","$$$$$+","Bourbon-like","","R1","USA","Bourbon"
"Wild Turkey 15yo American Spirit","9.15","0.31","3","$$$$$+","Bourbon-like","","R2","USA","Bourbon"
